17.6983145939536    44.8302514544687	 0.02
15.2277831297336    46.2027595510076	 0.02
15.1476463398859    46.0308242517231	 0.02
15.0484985145115    46.0430587081401	 0.02
14.6947104696848    45.6359753200282	 0.0240254464061849
14.5793170509827    45.4770950621604	 0.0200459167107709
14.4512197951296    45.4699312794106	 0.023975033328874
14.2154122957108    45.4182140780618	 0.0680206629902997
10.4876854963854    43.7391237218327	 0.0669467896306131
10.3438830056584    43.74154589477	 0.067015796460332
10.0134692323092    44.0619440523005	 0.0542217541750603
10.0134692323092    44.0665398039896	 0.0636690798693778
10.0002409665754    43.9609724714491	 0.0505691852449672
10.0002409665754    43.955103537785	 0.0608262728495674
9.74586299213214    43.9864432899912	 0.0287153553352155
9.74586299213214    43.9809108013912	 0.062871128367938
9.46062726365139    44.0258323061656	 0.0128372247051658
9.46062726365139    44.0357594693986	 0.02
9.46062726365139    44.0502372927672	 0.0233311840489705
9.46062726365139    44.0502372927672	 0.0233311840489705
9.46062726365139    44.0800422743933	 0.0606978403536118
9.46062726365139    44.0478575910219	 0.0163904161881661
9.18956049136485    44.0778208143993	 0.0606009968964329
9.18956049136485    44.1016534234059	 0.009384879802532
9.18956049136485    44.1016534234059	 0.025584220937283
8.92515939106303    44.1418946421842	 0.00875086381127943
8.87679209242962    44.1679974447484	 0.00714298525976176
8.56491923028205    44.1874599245178	 0.0413926851582289
8.56491923028205    44.2255367658572	 0.0211892990699383
8.56491923028205    44.1513981829289	 0.0334585700672676
8.51861921062907    44.1857262117088	 0.02
8.49634281591792    44.1606982060069	 0.00209281256052662
8.49634281591792    44.1643631600933	 0.00468256349233087
8.24899767921672    44.2441522361658	 0.0338734521172412
8.21758921496509    44.1960261683486	 0.02
8.09265047835679    44.1891867438183	 0.0299632233774432
7.89428282458996    44.0572991472547	 0.0606978403536118
7.89428282458996    44.130208883859	 0.0413926851582289
7.73445497646291    43.9400745474198	 0.0529160195650888
7.73445497646291    43.9400745474198	 0.0529160195650888
7.71243923664519    44.0733435120446	 0.117219760602573
7.66085220242379    43.8669674490844	 0.038421445642463
7.61552922363713    43.8741460337115	 0.107321198866529
7.53721569912073    44.0233146499443	 0.127142482818122
7.48181656272133    44.0549579314398	 0.133711487145348
7.41486977309071    43.9667631503299	 0.143242347440754
